0.00	0
0.15	0
0.30	0
0.45	0
0.60	0
0.75	0
0.90	0
1.20	0
1.35	0
1.50	0.005
1.65	0.005
1.95	0.005
2.10	0.005
2.25	0.009
2.40	0.009
2.70	0.009
2.85	0.014
3.00	0.014
3.15	0.018
3.30	0.018
3.45	0.018
3.60	0.018
3.75	0.023
3.90	0.027
4.05	0.027
4.20	0.027
4.35	0.032
4.50	0.032
4.65	0.032
4.80	0.036
4.95	0.036
5.10	0.041
5.25	0.041
5.40	0.045
5.55	0.05
5.70	0.05
5.85	0.05
6.15	0.054
6.30	0.059
6.45	0.059
6.75	0.063
7.05	0.068
7.20	0.073
7.35	0.073
7.50	0.077
7.65	0.082
7.95	0.086
8.10	0.095
8.25	0.095
8.40	0.095
8.55	0.1
8.70	0.1
8.85	0.104
9.00	0.104
9.15	0.109
9.60	0.118
10.35	0.127
10.80	0.141
11.25	0.15
11.70	0.163
11.85	0.172
12.30	0.199
12.90	0.218
13.35	0.227
13.95	0.24
14.55	0.258
15.00	0.267
15.60	0.286
16.20	0.295
16.65	0.313
17.25	0.326
17.70	0.34
18.15	0.354
18.75	0.367
19.35	0.385
19.80	0.399
20.25	0.412
20.70	0.426
21.30	0.44
21.75	0.453
22.20	0.467
22.80	0.48
23.25	0.499
23.70	0.512
24.15	0.526
24.75	0.544
25.20	0.562
25.65	0.576
25.95	0.607
26.55	0.625
27.15	0.639
27.75	0.653
28.20	0.671
28.80	0.689
29.40	0.703
29.85	0.721
30.30	0.739
30.45	0.761
30.90	0.78
31.50	0.793
31.80	0.811
32.40	0.825
32.85	0.843
33.15	0.861
33.60	0.879
34.20	0.893
34.50	0.911
34.95	0.925
35.40	0.938
35.85	0.952
36.30	0.965
36.90	0.979
37.35	0.997
37.80	1.011
38.25	1.024
38.70	1.042
39.15	1.056
39.60	1.074
40.05	1.088
40.50	1.106
41.10	1.12
41.55	1.138
41.85	1.156
42.45	1.174
42.90	1.188
43.35	1.206
43.80	1.224
44.25	1.237
44.70	1.256
45.30	1.269
45.75	1.283
46.20	1.292
46.65	1.31
47.25	1.319
47.70	1.333
48.30	1.351
48.75	1.36
49.35	1.373
49.80	1.387
50.25	1.401
50.70	1.414
51.30	1.428
51.45	1.441
51.90	1.496
52.65	1.509
53.25	1.523
54.00	1.537
54.60	1.55
55.80	1.573
56.70	1.605
57.75	1.636
58.80	1.663
59.70	1.686
60.60	1.713
61.50	1.736
62.25	1.759
63.15	1.781
64.05	1.804
64.80	1.831
65.55	1.854
66.30	1.876
67.05	1.895
67.95	1.917
68.55	1.94
69.15	1.967
69.90	1.99
70.50	2.017
70.80	2.049
70.95	2.076
71.25	2.103
71.55	2.13
72.00	2.153
72.60	2.18
73.20	2.212
73.80	2.235
74.40	2.262
75.00	2.284
75.60	2.312
76.20	2.334
76.65	2.361
77.25	2.507
77.70	2.525
78.15	2.543
78.60	2.579
78.90	2.597
79.35	2.611
79.80	2.624
80.25	2.642
80.70	2.656
81.15	2.674
81.45	2.692
81.75	2.706
82.20	2.72
82.65	2.738
82.95	2.751
83.25	2.769
83.70	2.788
84.00	2.806
84.45	2.819
84.90	2.833
85.20	2.851
85.65	2.865
85.95	2.883
86.10	2.901
86.40	2.919
86.85	2.933
87.15	2.955
87.45	2.969
87.60	2.987
88.05	3.005
88.35	3.019
88.80	3.037
89.10	3.05
89.40	3.069
89.70	3.087
90.00	3.105
90.30	3.127
90.75	3.146
90.90	3.164
91.35	3.182
91.50	3.2
91.80	3.218
92.25	3.232
92.40	3.25
92.85	3.263
93.15	3.282
93.60	3.3
93.75	3.313
94.20	3.331
94.50	3.35
94.80	3.363
95.10	3.381
95.40	3.399
95.55	3.418
95.85	3.436
96.15	3.449
96.45	3.472
96.60	3.49
96.75	3.508
97.05	3.526
97.35	3.544
97.50	3.563
97.80	3.576
97.95	3.594
98.25	3.612
98.40	3.631
98.55	3.649
99.00	3.667
99.15	3.685
99.45	3.703
99.60	3.721
99.75	3.739
100.05	3.762
100.35	3.78
100.65	3.816
100.95	3.835
101.25	3.853
101.40	3.871
101.85	3.889
102.00	3.903
102.15	4.102
103.20	4.134
104.10	4.165
105.00	4.197
105.75	4.224
106.35	4.252
106.95	4.279
107.55	4.306
108.15	4.333
108.75	4.36
109.05	4.388
109.35	4.41
109.65	4.437
109.95	4.46
110.25	4.483
110.55	4.505
110.85	4.528
111.15	4.551
111.60	4.573
111.90	4.592
112.20	4.619
112.50	4.641
112.80	4.659
113.10	4.682
113.40	4.705
113.70	4.727
114.15	4.746
114.45	4.768
114.75	4.795
115.05	4.814
115.35	4.836
115.65	4.859
115.95	4.886
116.10	4.909
116.40	4.931
116.70	4.954
117.15	4.977
117.45	4.999
117.60	5.022
117.90	5.04
118.20	5.063
118.50	5.086
118.65	5.113
119.10	5.135
119.25	5.158
119.55	5.185
119.85	5.203
120.15	5.226
120.45	5.249
120.75	5.267
121.05	5.285
121.35	5.308
121.80	5.33
122.10	5.353
122.25	5.376
122.55	5.398
123.00	5.416
123.15	5.439
123.45	5.462
123.75	5.48
124.05	5.503
124.35	5.525
124.65	5.548
125.10	5.571
125.25	5.593
125.55	5.616
125.85	5.639
126.15	5.661
126.45	5.688
126.60	5.707
126.75	5.929
127.20	5.951
127.80	5.974
128.40	5.992
128.85	6.01
129.45	6.028
129.75	6.046
130.20	6.065
130.65	6.087
130.95	6.11
131.25	6.128
131.70	6.151
131.85	6.178
132.30	6.196
132.75	6.214
133.05	6.237
133.20	6.259
133.65	6.278
133.95	6.3
134.40	6.318
134.85	6.337
135.15	6.382
135.45	6.4
135.75	6.423
136.05	6.441
136.35	6.463
136.50	6.486
136.80	6.509
136.95	6.531
137.25	6.55
137.55	6.572
137.70	6.59
137.55	6.618
137.85	6.726
138.15	6.744
138.45	6.767
138.90	6.785
139.20	6.808
139.50	6.826
139.80	6.849
139.95	6.871
140.25	6.894
140.70	6.917
141.00	6.935
141.30	6.958
141.60	6.98
141.75	7.003
142.20	7.021
142.35	7.044
142.65	7.066
142.95	7.089
143.25	7.107
143.55	7.125
144.00	7.143
144.15	7.161
144.45	7.18
144.75	7.202
145.05	7.22
145.35	7.239
145.65	7.261
145.95	7.284
146.25	7.307
146.55	7.329
146.70	7.347
147.00	7.365
147.45	7.384
147.60	7.406
147.90	7.429
148.20	7.452
148.35	7.47
148.65	7.497
148.95	7.515
149.10	7.538
149.40	7.56
149.70	7.578
150.00	7.606
150.15	7.628
150.60	7.651
150.75	7.669
151.20	7.692
151.35	7.71
151.65	7.728
151.80	7.751
152.10	7.805
152.25	7.823
152.70	8.041
153.15	8.059
153.60	8.077
154.05	8.1
154.50	8.118
154.95	8.136
155.40	8.154
155.85	8.177
156.30	8.195
156.60	8.213
157.05	8.236
157.50	8.254
157.80	8.272
158.10	8.295
158.55	8.317
159.00	8.335
159.30	8.358
159.60	8.381
159.90	8.399
160.35	8.422
160.50	8.444
160.95	8.467
161.10	8.485
161.55	8.508
161.85	8.526
162.15	8.548
162.30	8.576
162.75	8.594
163.05	8.616
163.35	8.639
163.65	8.662
163.95	8.68
164.25	8.703
164.55	8.725
164.85	8.743
165.15	8.766
165.45	8.784
165.75	8.807
166.05	8.834
166.20	8.857
166.50	8.875
166.80	8.902
167.10	8.92
167.40	8.943
167.70	8.965
168.00	8.984
168.15	9.006
168.60	9.029
168.90	9.052
169.20	9.07
169.35	9.092
169.65	9.115
169.80	9.138
170.10	9.16
170.25	9.183
170.55	9.206
170.85	9.228
171.00	9.246
171.30	9.269
171.45	9.287
171.90	9.31
172.05	9.333
172.35	9.355
172.65	9.378
172.80	9.396
173.10	9.414
173.40	9.437
173.55	9.455
173.85	9.473
174.15	9.496
174.45	9.518
174.75	9.537
175.05	9.555
175.35	9.573
175.65	9.595
175.95	9.614
176.25	9.636
176.40	9.659
176.55	9.827
177.00	9.849
177.45	9.867
177.90	9.886
178.35	9.904
178.80	9.926
179.25	9.954
179.55	9.972
179.85	9.994
180.15	10.012
180.60	10.035
180.90	10.053
181.20	10.076
181.50	10.094
181.80	10.117
182.10	10.135
182.40	10.153
182.70	10.176
183.00	10.198
183.30	10.216
183.60	10.235
183.90	10.257
184.05	10.275
184.35	10.293
184.65	10.321
184.95	10.339
185.10	10.361
185.55	10.38
185.70	10.402
186.00	10.42
186.30	10.443
186.60	10.461
186.75	10.479
187.05	10.497
187.20	10.52
187.50	10.538
187.80	10.561
187.95	10.579
188.25	10.602
188.40	10.62
188.70	10.638
188.85	10.661
189.15	10.683
189.45	10.697
189.60	10.715
189.90	10.738
190.05	10.756
190.35	10.778
190.65	10.797
190.95	10.815
191.25	10.828
191.40	10.851
191.70	10.869
192.00	10.887
192.15	10.905
192.45	10.924
192.60	10.946
192.90	10.964
193.20	10.982
193.50	11.001
193.65	11.023
193.80	11.046
194.10	11.069
194.40	11.091
194.55	11.109
194.85	11.127
195.15	11.146
195.30	11.168
195.60	11.186
195.90	11.205
196.05	11.227
196.35	11.245
196.50	11.263
196.80	11.286
197.10	11.304
197.40	11.327
197.55	11.35
197.85	11.368
198.15	11.386
198.45	11.404
198.60	11.427
198.90	11.44
199.20	11.463
199.35	11.486
199.65	11.504
199.95	11.526
200.25	11.549
200.40	11.567
200.70	11.59
201.00	11.608
201.15	11.626
201.45	11.649
201.45	11.667
201.60	11.717
202.05	11.735
202.35	11.758
202.65	11.776
202.95	11.794
203.25	11.821
203.55	11.844
203.85	11.862
204.15	11.884
204.45	11.903
204.75	11.925
205.05	11.943
205.20	11.961
205.50	11.98
205.80	11.998
206.10	12.02
206.70	12.052
207.30	12.088
207.90	12.129
208.50	12.161
208.95	12.197
209.40	12.233
209.85	12.265
210.30	12.297
210.90	12.333
211.20	12.369
211.65	12.401
212.10	12.437
212.55	12.469
213.00	12.505
213.30	12.546
213.75	12.587
214.20	12.619
214.65	12.655
214.95	12.691
215.40	12.727
215.70	12.764
216.15	12.791
216.45	12.823
216.75	12.859
217.05	12.891
217.35	12.927
217.80	12.963
218.10	12.995
218.40	13.031
218.85	13.063
219.30	13.099
219.75	13.135
220.05	13.172
220.50	13.203
220.80	13.235
221.25	13.267
221.70	13.303
222.00	13.339
222.30	13.371
222.75	13.403
223.05	13.439
223.50	13.475
223.80	13.516
224.25	13.548
224.55	13.584
225.00	13.616
225.30	13.648
225.90	13.684
226.20	13.716
226.65	13.752
226.95	13.784
227.40	13.82
227.70	13.856
228.15	13.888
228.60	13.924
228.90	13.96
229.35	13.992
229.80	14.028
230.10	14.06
230.55	14.096
230.85	14.133
231.30	14.164
231.60	14.201
232.05	14.237
232.35	14.269
232.65	14.3
233.10	14.341
233.55	14.382
233.85	14.418
234.30	14.45
234.75	14.482
235.20	14.518
235.50	14.55
235.95	14.586
236.25	14.618
236.70	14.654
237.15	14.69
237.45	14.726
237.90	14.763
238.35	14.799
238.65	14.835
239.10	14.871
239.55	14.908
239.85	14.944
240.30	14.98
240.75	15.012
241.05	15.048
241.50	15.084
241.95	15.121
242.25	15.161
242.55	15.198
242.85	15.229
243.30	15.261
243.75	15.293
244.20	15.329
244.65	15.365
244.95	15.402
245.25	15.438
245.70	15.474
246.00	15.51
246.45	15.542
246.75	15.578
247.20	15.615
247.50	15.656
247.80	15.692
248.25	15.724
248.55	15.76
249.00	15.792
249.30	15.832
249.75	15.869
250.05	15.905
250.35	15.937
250.65	15.973
251.10	16.005
251.40	16.041
251.85	16.082
252.15	16.118
252.60	16.15
252.90	16.186
253.20	16.218
253.50	16.258
253.95	16.295
254.25	16.326
254.55	16.358
254.85	16.39
255.15	16.426
255.45	16.462
255.75	16.499
256.05	16.535
256.35	16.571
256.50	16.607
256.80	16.644
256.95	16.68
257.10	16.716
257.40	16.748
257.55	16.784
257.70	16.857
257.85	16.893
258.15	16.929
258.30	16.965
258.45	17.002
258.60	17.038
258.75	17.074
