0.00	-0.005
0.15	-0.005
0.30	-0.005
0.60	0.000
0.75	-0.005
0.90	0.000
1.21	0.000
1.36	0.005
1.51	0.009
1.96	0.009
2.56	0.018
2.86	0.023
3.16	0.032
3.47	0.037
3.77	0.041
3.92	0.046
4.37	0.055
4.52	0.059
4.67	0.059
4.97	0.069
5.27	0.073
5.42	0.096
5.73	0.105
5.88	0.110
6.03	0.114
6.18	0.119
6.63	0.128
6.78	0.142
7.23	0.146
7.53	0.146
7.99	0.165
8.29	0.183
8.59	0.210
8.74	0.215
9.19	0.229
9.64	0.242
9.80	0.247
9.95	0.261
10.25	0.265
10.40	0.270
10.85	0.283
11.00	0.306
11.15	0.315
11.60	0.320
11.75	0.329
12.21	0.338
12.36	0.352
12.66	0.361
12.81	0.379
13.41	0.398
13.86	0.411
14.01	0.439
14.32	0.443
14.47	0.466
14.92	0.475
15.07	0.480
15.37	0.494
15.97	0.507
16.58	0.530
16.73	0.544
17.33	0.558
17.48	0.567
18.23	0.581
18.38	0.608
19.14	0.622
19.44	0.626
19.74	0.640
20.04	0.663
20.34	0.677
20.95	0.690
21.25	0.699
21.55	0.741
22.30	0.750
22.60	0.763
22.91	0.773
23.21	0.791
23.51	0.800
23.81	0.814
24.56	0.823
25.17	0.850
25.32	0.869
25.62	0.882
26.07	0.896
26.22	1.006
26.52	1.010
26.82	1.024
27.43	1.029
28.03	1.047
28.33	1.065
28.48	1.065
28.93	1.074
29.69	1.088
29.84	1.111
30.14	1.120
31.04	1.129
31.34	1.152
31.65	1.189
31.95	1.198
32.10	1.207
33.00	1.216
33.45	1.243
34.06	1.266
34.21	1.289
34.96	1.298
35.56	1.321
35.86	1.349
36.92	1.367
37.97	1.394
38.28	1.417
39.33	1.463
39.63	1.486
40.54	1.513
40.99	1.541
41.44	1.563
42.34	1.586
42.50	1.605
43.10	1.627
43.55	1.650
44.15	1.678
44.61	1.701
45.51	1.728
45.81	1.755
46.87	1.778
47.02	1.829
47.92	1.851
48.22	1.874
48.82	1.902
49.28	1.929
49.43	1.952
50.18	1.975
50.78	2.002
50.93	2.025
51.69	2.053
51.99	2.144
53.35	2.171
54.10	2.194
54.25	2.222
55.00	2.249
55.15	2.277
55.61	2.304
57.26	2.354
57.72	2.382
58.92	2.432
59.22	2.455
59.52	2.487
59.98	2.514
60.28	2.542
60.73	2.569
61.78	2.601
61.93	2.683
62.39	2.706
62.69	2.734
63.29	2.761
64.04	2.839
64.20	2.866
64.80	2.889
65.40	2.912
65.55	2.944
65.85	2.971
66.46	2.999
66.61	3.026
66.76	3.054
66.91	3.077
