188.37	11.090
188.67	11.122
189.12	11.154
189.42	11.186
189.72	11.218
190.02	11.246
190.48	11.278
190.78	11.310
191.23	11.342
191.53	11.374
191.83	11.401
192.13	11.433
192.59	11.465
192.89	11.493
193.19	11.520
193.49	11.552
193.94	11.584
194.24	11.616
194.54	11.648
194.85	11.680
195.15	11.712
195.60	11.739
195.90	11.771
196.20	11.799
196.65	11.826
196.96	11.858
197.26	11.886
197.56	11.922
197.86	11.950
198.31	11.982
198.61	12.014
199.07	12.041
199.22	12.069
199.67	12.105
199.97	12.137
200.27	12.169
200.57	12.201
201.02	12.233
201.33	12.261
201.63	12.293
201.93	12.325
202.23	12.357
202.53	12.384
202.98	12.416
203.29	12.443
203.59	12.471
203.89	12.503
204.19	12.530
204.49	12.558
204.79	12.590
205.09	12.617
205.39	12.649
205.70	12.677
206.15	12.704
206.30	12.736
206.75	12.763
207.05	12.791
207.35	12.818
207.66	12.850
207.96	12.882
208.41	12.910
208.56	12.942
208.86	12.974
209.16	13.006
209.46	13.038
209.76	13.065
210.07	13.097
210.37	13.125
210.67	13.147
210.97	13.179
211.27	13.207
211.57	13.239
211.87	13.266
212.18	13.294
212.33	13.326
212.63	13.353
212.93	13.381
213.23	13.413
213.53	13.440
213.68	13.467
214.14	13.495
214.29	13.522
214.44	13.550
214.89	13.582
215.04	13.614
215.34	13.646
215.49	13.678
215.94	13.701
216.09	13.728
216.40	13.755
216.70	13.778
217.00	13.806
217.30	13.829
217.45	13.861
217.75	13.888
218.05	13.915
218.20	13.947
218.51	13.975
218.81	14.007
219.11	14.030
219.41	14.062
219.71	14.085
220.01	14.117
220.16	14.149
220.61	14.176
220.77	14.203
221.07	14.231
221.37	14.258
221.67	14.286
221.97	14.313
222.12	14.341
222.57	14.368
222.88	14.400
223.03	14.427
223.33	14.459
223.63	14.487
223.93	14.514
224.23	14.542
224.38	14.569
224.68	14.601
224.83	14.629
225.14	14.656
225.44	14.683
225.59	14.711
225.74	14.734
226.04	14.761
226.19	14.793
226.49	14.825
226.79	14.853
226.94	14.880
227.25	14.912
227.55	14.939
227.85	14.971
228.15	15.003
228.30	15.035
228.60	15.063
228.90	15.090
229.05	15.113
229.51	15.141
229.66	15.168
229.96	15.200
230.26	15.227
230.56	15.255
231.01	15.287
231.31	15.314
231.46	15.342
231.92	15.374
232.22	15.401
232.52	15.429
232.82	15.456
233.12	15.488
233.42	15.520
233.88	15.547
234.03	15.579
234.48	15.607
234.78	15.639
235.08	15.666
235.38	15.698
235.68	15.726
235.99	15.753
236.44	15.785
236.89	15.817
237.19	15.845
237.49	15.872
237.94	15.899
238.25	15.931
238.70	15.959
239.15	15.986
239.45	16.014
239.75	16.041
240.20	16.069
240.66	16.096
240.81	16.123
241.26	16.151
241.56	16.178
241.86	16.206
242.31	16.238
242.62	16.270
242.92	16.293
243.22	16.325
243.52	16.352
243.82	16.379
244.12	16.407
244.42	16.434
244.88	16.462
245.03	16.494
245.33	16.521
245.63	16.549
245.93	16.576
246.23	16.603
246.53	16.635
246.84	16.658
247.14	16.686
247.44	16.718
247.74	16.745
247.89	16.773
248.04	16.800
248.34	16.827
248.49	16.859
248.64	16.887
248.95	16.919
249.10	16.951
249.25	16.983
249.40	17.065
